"Année","Mois","Date exacte","Type De Culture","Marché","Quantité","Prix de vente","Prix d'achat au détail","Prix d'achat en gros"
"2019","2019-01","10/01/2019","Riz Importé Parfumé","Tambacounda","70","","400","360"
"2019","2019-01","10/01/2019","Riz","Diourbel","16","","325",""
"2019","2019-01","10/01/2019","Riz","Kaolack","68","","300",""
"2019","2019-01","09/01/2019","Mil","Ourossogui","20","","250","210"
"2019","2019-01","09/01/2019","Mil","Touba","76","","200","185"
"2019","2019-01","09/01/2019","Mil","Sédhiou","10","","250","225"
"2019","2019-01","09/01/2019","Sorgho","Ourossogui","2","","300",""
"2019","2019-01","09/01/2019","Sorgho","Touba","40","","220","190"
"2019","2019-01","09/01/2019","Maïs","Touba","20","","185","170"
"2019","2019-01","09/01/2019","Maïs","Sédhiou","4","","250","225"
"2019","2019-01","09/01/2019","Maïs Importé","Ourossogui","10","","250","230"
"2019","2019-01","09/01/2019","Maïs Importé","Touba","40","","175","160"
"2019","2019-01","09/01/2019","Sorgho Importé","Ourossogui","1","","300",""
"2019","2019-01","09/01/2019","Riz Importé","Ourossogui","30","","300","270"
"2019","2019-01","09/01/2019","Riz Importé","Touba","2.000","","275","265"
"2019","2019-01","09/01/2019","Riz Importé","Sédhiou","110","","300","280"
"2019","2019-01","09/01/2019","Riz Importé Parfumé","Touba","500","","400","350"
"2019","2019-01","09/01/2019","Riz Importé Parfumé","Sédhiou","10","","400","380"
"2019","2019-01","09/01/2019","Riz","Ourossogui","20","","300","260"
"2019","2019-01","09/01/2019","Riz","Touba","600","","250","235"
"2019","2019-01","08/01/2019","Mil","Bignona","60","","250",""
"2019","2019-01","08/01/2019","Sorgho","Bignona","5","","350",""
"2019","2019-01","08/01/2019","Maïs","Bignona","7","","275",""
"2019","2019-01","08/01/2019","Riz Importé","Bignona","180","","300","285"
"2019","2019-01","07/01/2019","Mil","Mereto","75","150","175",""
"2019","2019-01","07/01/2019","Mil","Kolda","6","","200","185"
"2019","2019-01","07/01/2019","Mil","Saint-Louis","100","","250","230"
"2019","2019-01","07/01/2019","Mil","Kaffrine","35","160","165",""
"2019","2019-01","07/01/2019","Sorgho","Mereto","4","175","200",""
"2019","2019-01","07/01/2019","Sorgho","Kolda","4","","250","225"
"2019","2019-01","07/01/2019","Sorgho","Kaffrine","1","195","200",""
"2019","2019-01","07/01/2019","Maïs","Mereto","80","150","175",""
"2019","2019-01","07/01/2019","Maïs","Kolda","6","","200","180"
"2019","2019-01","07/01/2019","Maïs","Saint-Louis","10","","250",""
"2019","2019-01","07/01/2019","Maïs","Kaffrine","3","165","170",""
"2019","2019-01","07/01/2019","Maïs Importé","Saint-Louis","40","","250",""
"2019","2019-01","07/01/2019","Sorgho Importé","Saint-Louis","20","","300",""
"2019","2019-01","07/01/2019","Riz Importé","Mereto","80","","300","270"
"2019","2019-01","07/01/2019","Riz Importé","Kolda","185","","300","280"
"2019","2019-01","07/01/2019","Riz Importé","Saint-Louis","120","","300","275"
"2019","2019-01","07/01/2019","Riz Importé","Kaffrine","90","","300",""
"2019","2019-01","07/01/2019","Riz Importé Parfumé","Mereto","9","","450","400"
"2019","2019-01","07/01/2019","Riz Importé Parfumé","Kolda","12","","400",""
"2019","2019-01","07/01/2019","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2019","2019-01","07/01/2019","Riz Importé Parfumé","Kaffrine","1","","400",""
"2019","2019-01","07/01/2019","Riz","Kolda","5","","300","280"
"2019","2019-01","07/01/2019","Riz","Saint-Louis","80","","300","250"
"2019","2019-01","06/01/2019","Mil","Fatick","21","","225","210"
"2019","2019-01","06/01/2019","Mil","Birkilane","45","160","165",""
"2019","2019-01","06/01/2019","Sorgho","Fatick","5","","225","215"
"2019","2019-01","06/01/2019","Sorgho","Birkilane","2","190","195",""
"2019","2019-01","06/01/2019","Maïs","Fatick","13","","225","215"
"2019","2019-01","06/01/2019","Maïs","Birkilane","7","165","170",""
"2019","2019-01","06/01/2019","Maïs Importé","Fatick","35","","225","215"
"2019","2019-01","06/01/2019","Riz Importé","Fatick","75","","270",""
"2019","2019-01","06/01/2019","Riz Importé","Birkilane","40","","300",""
"2019","2019-01","06/01/2019","Riz Importé Parfumé","Fatick","41","","380",""
"2019","2019-01","06/01/2019","Riz Importé Parfumé","Birkilane","1","","400",""
"2019","2019-01","05/01/2019","Mil","Touba Mouride","10","170","175",""
"2019","2019-01","05/01/2019","Mil","Passy","115","180","200","190"
"2019","2019-01","05/01/2019","Sorgho","Passy","21","195","210","200"
"2019","2019-01","05/01/2019","Maïs","Touba Mouride","1","150","160",""
"2019","2019-01","05/01/2019","Maïs","Passy","81","190","210","200"
"2019","2019-01","05/01/2019","Maïs Importé","Passy","35","","220","210"
"2019","2019-01","05/01/2019","Riz Importé","Touba Mouride","15","","300","280"
"2019","2019-01","05/01/2019","Riz Importé","Passy","115","","270",""
"2019","2019-01","05/01/2019","Riz Importé Parfumé","Passy","42","","350",""
"2019","2019-01","04/01/2019","Mil","Tilene","100","","250","210"
"2019","2019-01","04/01/2019","Mil","Thiaroye","150","","225","200"
"2019","2019-01","04/01/2019","Mil","Mpal","30","","250","225"
"2019","2019-01","04/01/2019","Mil","Porokhane","40","150","160",""
"2019","2019-01","04/01/2019","Maïs","Tilene","2","","250","225"
"2019","2019-01","04/01/2019","Maïs","Thiaroye","12","","200","180"
"2019","2019-01","04/01/2019","Maïs","Mpal","10","","225","200"
"2019","2019-01","04/01/2019","Maïs","Porokhane","7","150","155",""
"2019","2019-01","04/01/2019","Maïs Importé","Tilene","80","","250",""
"2019","2019-01","04/01/2019","Maïs Importé","Thiaroye","8","","200","175"
"2019","2019-01","04/01/2019","Maïs Importé","Mpal","30","","225","200"
"2019","2019-01","04/01/2019","Sorgho Importé","Tilene","1","","250",""
"2019","2019-01","04/01/2019","Sorgho Importé","Thiaroye","10","","250",""
"2019","2019-01","04/01/2019","Sorgho Importé","Mpal","5","","325",""
"2019","2019-01","04/01/2019","Riz Importé","Tilene","80","","300","265"
"2019","2019-01","04/01/2019","Riz Importé","Thiaroye","120","","300","260"
"2019","2019-01","04/01/2019","Riz Importé","Mpal","150","","300","270"
"2019","2019-01","04/01/2019","Riz Importé","Porokhane","30","","300",""
"2019","2019-01","04/01/2019","Riz Importé Parfumé","Tilene","120","","350","300"
"2019","2019-01","04/01/2019","Riz Importé Parfumé","Thiaroye","150","","350",""
"2019","2019-01","04/01/2019","Riz","Tilene","10","","350","270"
"2019","2019-01","04/01/2019","Riz","Thiaroye","10","","350",""
"2019","2019-01","04/01/2019","Riz","Mpal","100","","275","240"
"2019","2019-01","03/01/2019","Mil","Kaolack","90","","185",""
"2019","2019-01","03/01/2019","Mil","Tambacounda","40","","200","175"
"2019","2019-01","03/01/2019","Mil","Sédhiou","7","","250","225"
"2019","2019-01","03/01/2019","Sorgho","Kaolack","8","","225",""
"2019","2019-01","03/01/2019","Sorgho","Tambacounda","3","","225","200"
"2019","2019-01","03/01/2019","Maïs","Kaolack","25","","180",""
"2019","2019-01","03/01/2019","Maïs","Tambacounda","60","","200","175"
"2019","2019-01","03/01/2019","Maïs","Sédhiou","2","","250","225"
"2019","2019-01","03/01/2019","Riz Importé","Kaolack","433","","300",""
"2019","2019-01","03/01/2019","Riz Importé","Tambacounda","370","","300","270"
"2019","2019-01","03/01/2019","Riz Importé","Sédhiou","95","","300","280"
"2019","2019-01","03/01/2019","Riz Importé Parfumé","Kaolack","65","","400",""
"2019","2019-01","03/01/2019","Riz Importé Parfumé","Tambacounda","80","","400","350"
"2019","2019-01","03/01/2019","Riz Importé Parfumé","Sédhiou","7","","400","380"
"2019","2019-01","03/01/2019","Riz","Kaolack","48","","300",""
"2019","2019-01","02/01/2019","Mil","Ourossogui","20","","250","210"
"2019","2019-01","02/01/2019","Mil","Thiès","13","","225","200"
"2019","2019-01","02/01/2019","Sorgho","Thiès","7","","225","200"
"2019","2019-01","02/01/2019","Maïs Importé","Ourossogui","2","","250","230"
"2019","2019-01","02/01/2019","Maïs Importé","Thiès","7","","250","225"
"2019","2019-01","02/01/2019","Sorgho Importé","Ourossogui","5","","300",""
"2019","2019-01","02/01/2019","Sorgho Importé","Thiès","8","","275",""
"2019","2019-01","02/01/2019","Riz Importé","Ourossogui","20","","300","270"
"2019","2019-01","02/01/2019","Riz Importé","Thiès","20","","275","250"
"2019","2019-01","02/01/2019","Riz Importé Parfumé","Thiès","13","","400","350"
"2019","2019-01","02/01/2019","Riz","Ourossogui","2","","300","250"
"2019","2019-01","02/01/2019","Riz","Thiès","22","","270","260"
"2019","2019-01","01/01/2019","Mil","Thiodaye","1","","250","225"
"2019","2019-01","01/01/2019","Sorgho","Thiodaye","0","","275",""
"2019","2019-01","01/01/2019","Maïs Importé","Thiodaye","1","","225",""
"2019","2019-01","01/01/2019","Sorgho Importé","Thiodaye","1","","225",""
"2019","2019-01","01/01/2019","Riz Importé","Thiodaye","3","","300","270"
"2019","2019-01","01/01/2019","Riz","Thiodaye","1","","300","255"
"2018","2018-12","31/12/2018","Mil","Mereto","55","150","175",""
"2018","2018-12","31/12/2018","Mil","Saint-Louis","100","","250","230"
"2018","2018-12","31/12/2018","Mil","Kaffrine","25","160","165",""
"2018","2018-12","31/12/2018","Sorgho","Mereto","0","175","200",""
"2018","2018-12","31/12/2018","Sorgho","Kaffrine","1","180","185",""
"2018","2018-12","31/12/2018","Maïs","Mereto","75","150","175",""
"2018","2018-12","31/12/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-12","31/12/2018","Maïs","Kaffrine","2","160","165",""
"2018","2018-12","31/12/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-12","31/12/2018","Sorgho Importé","Saint-Louis","20","","300",""
"2018","2018-12","31/12/2018","Riz Importé","Mereto","45","","300","270"
"2018","2018-12","31/12/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-12","31/12/2018","Riz Importé","Kaffrine","85","","300",""
"2018","2018-12","31/12/2018","Riz Importé Parfumé","Mereto","6","","450","400"
"2018","2018-12","31/12/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-12","31/12/2018","Riz Importé Parfumé","Kaffrine","1","","400",""
"2018","2018-12","31/12/2018","Riz","Saint-Louis","80","","300","250"
"2018","2018-12","30/12/2018","Mil","Birkilane","45","160","165",""
"2018","2018-12","30/12/2018","Maïs","Birkilane","15","150","155",""
"2018","2018-12","30/12/2018","Riz Importé","Birkilane","95","","300",""
"2018","2018-12","30/12/2018","Riz Importé Parfumé","Birkilane","1","","400",""
"2018","2018-12","29/12/2018","Mil","Touba Toul","7","180","200",""
"2018","2018-12","29/12/2018","Mil","Touba Mouride","10","170","175",""
"2018","2018-12","29/12/2018","Maïs","Touba Toul","5","190","200",""
"2018","2018-12","29/12/2018","Maïs","Touba Mouride","1","150","160",""
"2018","2018-12","29/12/2018","Maïs Importé","Touba Toul","6","","200","180"
"2018","2018-12","29/12/2018","Riz Importé","Touba Toul","7","","270","250"
"2018","2018-12","29/12/2018","Riz Importé","Touba Mouride","15","","300","280"
"2018","2018-12","29/12/2018","Riz Importé Parfumé","Touba Toul","4","","400","375"
"2018","2018-12","29/12/2018","Riz","Touba Toul","9","","260","250"
"2018","2018-12","28/12/2018","Mil","Porokhane","30","165","170",""
"2018","2018-12","28/12/2018","Mil","Mpal","30","","250","225"
"2018","2018-12","28/12/2018","Maïs","Porokhane","7","145","150",""
"2018","2018-12","28/12/2018","Maïs","Mpal","10","","225","200"
"2018","2018-12","28/12/2018","Maïs Importé","Mpal","30","","225","200"
"2018","2018-12","28/12/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-12","28/12/2018","Riz Importé","Porokhane","30","","300",""
"2018","2018-12","28/12/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-12","28/12/2018","Riz","Mpal","100","","275","240"
"2018","2018-12","27/12/2018","Mil","Kaolack","62","","190",""
"2018","2018-12","27/12/2018","Mil","Tambacounda","35","","200","175"
"2018","2018-12","27/12/2018","Mil","Louga","55","","215","205"
"2018","2018-12","27/12/2018","Sorgho","Kaolack","4","","230",""
"2018","2018-12","27/12/2018","Sorgho","Tambacounda","3","","225","200"
"2018","2018-12","27/12/2018","Maïs","Kaolack","20","","180",""
"2018","2018-12","27/12/2018","Maïs","Tambacounda","40","","200","175"
"2018","2018-12","27/12/2018","Maïs","Louga","50","","210","200"
"2018","2018-12","27/12/2018","Maïs Importé","Louga","290","","185","175"
"2018","2018-12","27/12/2018","Riz Importé","Kaolack","383","","300",""
"2018","2018-12","27/12/2018","Riz Importé","Tambacounda","350","","300","270"
"2018","2018-12","27/12/2018","Riz Importé","Louga","100","","300","280"
"2018","2018-12","27/12/2018","Riz Importé Parfumé","Kaolack","35","","400",""
"2018","2018-12","27/12/2018","Riz Importé Parfumé","Tambacounda","85","","450","400"
"2018","2018-12","27/12/2018","Riz Importé Parfumé","Louga","50","","400","375"
"2018","2018-12","27/12/2018","Riz","Kaolack","31","","300",""
"2018","2018-12","27/12/2018","Riz","Louga","70","","250","240"
"2018","2018-12","26/12/2018","Mil","Ourossogui","20","","250","210"
"2018","2018-12","26/12/2018","Mil","Thiès","11","","225","200"
"2018","2018-12","26/12/2018","Mil","Sédhiou","5","","225","200"
"2018","2018-12","26/12/2018","Sorgho","Ourossogui","1","","300",""
"2018","2018-12","26/12/2018","Sorgho","Thiès","5","","225","200"
"2018","2018-12","26/12/2018","Maïs","Sédhiou","2","","250","225"
"2018","2018-12","26/12/2018","Maïs Importé","Ourossogui","20","","250","230"
"2018","2018-12","26/12/2018","Maïs Importé","Thiès","6","","250","225"
"2018","2018-12","26/12/2018","Sorgho Importé","Ourossogui","1","","300",""
"2018","2018-12","26/12/2018","Sorgho Importé","Thiès","6","","275",""
"2018","2018-12","26/12/2018","Riz Importé","Ourossogui","30","","300","270"
"2018","2018-12","26/12/2018","Riz Importé","Thiès","13","","275","250"
"2018","2018-12","26/12/2018","Riz Importé","Sédhiou","100","","300","280"
"2018","2018-12","26/12/2018","Riz Importé Parfumé","Thiès","9","","400","350"
"2018","2018-12","26/12/2018","Riz Importé Parfumé","Sédhiou","10","","400","380"
"2018","2018-12","26/12/2018","Riz","Ourossogui","20","","300","260"
"2018","2018-12","26/12/2018","Riz","Thiès","18","","270","260"
"2018","2018-12","24/12/2018","Mil","Saint-Maur","80","","250","225"
"2018","2018-12","24/12/2018","Mil","Mereto","75","150","175",""
"2018","2018-12","24/12/2018","Mil","Kolda","7","","200","175"
"2018","2018-12","24/12/2018","Mil","Saint-Louis","100","","250","230"
"2018","2018-12","24/12/2018","Mil","Kaffrine","11","150","155",""
"2018","2018-12","24/12/2018","Mil","Gouille Mbeuth","40","","220","210"
"2018","2018-12","24/12/2018","Sorgho","Saint-Maur","7","","300","275"
"2018","2018-12","24/12/2018","Sorgho","Mereto","6","175","200",""
"2018","2018-12","24/12/2018","Sorgho","Kolda","2","","225","185"
"2018","2018-12","24/12/2018","Sorgho","Kaffrine","2","205","215",""
"2018","2018-12","24/12/2018","Maïs","Saint-Maur","15","","250","225"
"2018","2018-12","24/12/2018","Maïs","Mereto","85","150","175",""
"2018","2018-12","24/12/2018","Maïs","Kolda","6","","175","150"
"2018","2018-12","24/12/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-12","24/12/2018","Maïs","Kaffrine","4","140","145",""
"2018","2018-12","24/12/2018","Maïs","Gouille Mbeuth","25","","195","190"
"2018","2018-12","24/12/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-12","24/12/2018","Maïs Importé","Gouille Mbeuth","70","","180","170"
"2018","2018-12","24/12/2018","Sorgho Importé","Saint-Louis","20","","300",""
"2018","2018-12","24/12/2018","Riz Importé","Saint-Maur","185","","300","285"
"2018","2018-12","24/12/2018","Riz Importé","Mereto","60","","300","270"
"2018","2018-12","24/12/2018","Riz Importé","Kolda","175","","300","280"
"2018","2018-12","24/12/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-12","24/12/2018","Riz Importé","Kaffrine","100","","300",""
"2018","2018-12","24/12/2018","Riz Importé","Gouille Mbeuth","50","","300","280"
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Saint-Maur","45","","400","340"
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Mereto","10","","450","400"
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Kolda","28","","450","400"
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Kaffrine","2","","400",""
"2018","2018-12","24/12/2018","Riz Importé Parfumé","Gouille Mbeuth","20","","400","375"
"2018","2018-12","24/12/2018","Riz","Kolda","18","","300","280"
"2018","2018-12","24/12/2018","Riz","Saint-Louis","80","","300","250"
"2018","2018-12","24/12/2018","Riz","Gouille Mbeuth","20","","250","240"
"2018","2018-12","23/12/2018","Mil","Fatick","27","","225","210"
"2018","2018-12","23/12/2018","Mil","Birkilane","20","150","155",""
"2018","2018-12","23/12/2018","Sorgho","Fatick","7","","225","215"
"2018","2018-12","23/12/2018","Sorgho","Birkilane","1","205","215",""
"2018","2018-12","23/12/2018","Maïs","Fatick","0","","225","215"
"2018","2018-12","23/12/2018","Maïs","Birkilane","5","140","145",""
"2018","2018-12","23/12/2018","Maïs Importé","Fatick","42","","225","215"
"2018","2018-12","23/12/2018","Riz Importé","Fatick","85","","270",""
"2018","2018-12","23/12/2018","Riz Importé","Birkilane","60","","300",""
"2018","2018-12","23/12/2018","Riz Importé Parfumé","Fatick","45","","380",""
"2018","2018-12","23/12/2018","Riz Importé Parfumé","Birkilane","1","","400",""
"2018","2018-12","22/12/2018","Mil","Touba Toul","8","180","200",""
"2018","2018-12","22/12/2018","Mil","Passy","120","185","210","195"
"2018","2018-12","22/12/2018","Sorgho","Passy","37","195","215","200"
"2018","2018-12","22/12/2018","Maïs","Touba Toul","6","190","200",""
"2018","2018-12","22/12/2018","Maïs","Passy","52","190","220","210"
"2018","2018-12","22/12/2018","Maïs Importé","Touba Toul","7","","200","180"
"2018","2018-12","22/12/2018","Maïs Importé","Passy","45","","225","215"
"2018","2018-12","22/12/2018","Riz Importé","Touba Toul","8","","270","250"
"2018","2018-12","22/12/2018","Riz Importé","Passy","110","","270",""
"2018","2018-12","22/12/2018","Riz Importé Parfumé","Touba Toul","5","","400","375"
"2018","2018-12","22/12/2018","Riz Importé Parfumé","Passy","85","","385",""
"2018","2018-12","22/12/2018","Riz","Touba Toul","10","","260","250"
"2018","2018-12","21/12/2018","Mil","Mpal","30","","250","225"
"2018","2018-12","21/12/2018","Mil","Porokhane","40","170","175",""
"2018","2018-12","21/12/2018","Maïs","Mpal","10","","225","200"
"2018","2018-12","21/12/2018","Maïs","Porokhane","5","140","150",""
"2018","2018-12","21/12/2018","Maïs Importé","Mpal","30","","225","200"
"2018","2018-12","21/12/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-12","21/12/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-12","21/12/2018","Riz Importé","Porokhane","30","","300",""
"2018","2018-12","21/12/2018","Riz","Mpal","100","","275","240"
"2018","2018-12","20/12/2018","Mil","Kaolack","183","","190",""
"2018","2018-12","20/12/2018","Mil","Tilene","80","","250","225"
"2018","2018-12","20/12/2018","Mil","Thiaroye","150","","225","200"
"2018","2018-12","20/12/2018","Mil","Tambacounda","40","","200","175"
"2018","2018-12","20/12/2018","Mil","Louga","90","","210","200"
"2018","2018-12","20/12/2018","Sorgho","Kaolack","2","","200",""
"2018","2018-12","20/12/2018","Sorgho","Tambacounda","1","","225","200"
"2018","2018-12","20/12/2018","Maïs","Kaolack","15","","180",""
"2018","2018-12","20/12/2018","Maïs","Tilene","5","","250","225"
"2018","2018-12","20/12/2018","Maïs","Thiaroye","12","","200","175"
"2018","2018-12","20/12/2018","Maïs","Tambacounda","30","","200","175"
"2018","2018-12","20/12/2018","Maïs","Louga","40","","210","200"
