"Année","Mois","Date exacte","Type De Culture","Marché","Quantité","Prix de vente","Prix d'achat au détail","Prix d'achat en gros"
"2018","2018-12","20/12/2018","Maïs Importé","Tilene","80","","225","200"
"2018","2018-12","20/12/2018","Maïs Importé","Thiaroye","8","","200","175"
"2018","2018-12","20/12/2018","Maïs Importé","Louga","170","","185","175"
"2018","2018-12","20/12/2018","Sorgho Importé","Tilene","1","","250",""
"2018","2018-12","20/12/2018","Sorgho Importé","Thiaroye","10","","250",""
"2018","2018-12","20/12/2018","Riz Importé","Kaolack","425","","300",""
"2018","2018-12","20/12/2018","Riz Importé","Tilene","80","","300","265"
"2018","2018-12","20/12/2018","Riz Importé","Thiaroye","150","","300","260"
"2018","2018-12","20/12/2018","Riz Importé","Tambacounda","130","","300","270"
"2018","2018-12","20/12/2018","Riz Importé","Louga","120","","300","280"
"2018","2018-12","20/12/2018","Riz Importé Parfumé","Kaolack","28","","400",""
"2018","2018-12","20/12/2018","Riz Importé Parfumé","Tilene","75","","350","300"
"2018","2018-12","20/12/2018","Riz Importé Parfumé","Thiaroye","150","","350",""
"2018","2018-12","20/12/2018","Riz Importé Parfumé","Tambacounda","75","","450","400"
"2018","2018-12","20/12/2018","Riz Importé Parfumé","Louga","25","","400","375"
"2018","2018-12","20/12/2018","Riz","Kaolack","13","","300",""
"2018","2018-12","20/12/2018","Riz","Tilene","8","","350","270"
"2018","2018-12","20/12/2018","Riz","Thiaroye","15","","350",""
"2018","2018-12","20/12/2018","Riz","Louga","70","","250","240"
"2018","2018-12","19/12/2018","Mil","Ourossogui","10","","250","210"
"2018","2018-12","19/12/2018","Mil","Thiès","13","","225","200"
"2018","2018-12","19/12/2018","Mil","Diaobe","4","140","175","150"
"2018","2018-12","19/12/2018","Sorgho","Thiès","6","","225","200"
"2018","2018-12","19/12/2018","Sorgho","Diaobe","17","150","200","175"
"2018","2018-12","19/12/2018","Maïs","Diaobe","40","140","175","150"
"2018","2018-12","19/12/2018","Maïs Importé","Ourossogui","2","","250","230"
"2018","2018-12","19/12/2018","Maïs Importé","Thiès","6","","225","200"
"2018","2018-12","19/12/2018","Sorgho Importé","Ourossogui","5","","300",""
"2018","2018-12","19/12/2018","Sorgho Importé","Thiès","8","","275",""
"2018","2018-12","19/12/2018","Riz Importé","Ourossogui","20","","300","270"
"2018","2018-12","19/12/2018","Riz Importé","Thiès","15","","275","250"
"2018","2018-12","19/12/2018","Riz Importé","Diaobe","130","","300","280"
"2018","2018-12","19/12/2018","Riz Importé Parfumé","Thiès","10","","400","350"
"2018","2018-12","19/12/2018","Riz Importé Parfumé","Diaobe","6","","400","390"
"2018","2018-12","19/12/2018","Riz","Ourossogui","11","","300","260"
"2018","2018-12","19/12/2018","Riz","Thiès","20","","270","260"
"2018","2018-12","19/12/2018","Riz","Diaobe","10","","300","280"
"2018","2018-12","18/12/2018","Mil","Thiodaye","1","","250","225"
"2018","2018-12","18/12/2018","Sorgho","Thiodaye","1","","275","240"
"2018","2018-12","18/12/2018","Maïs Importé","Thiodaye","1","","225",""
"2018","2018-12","18/12/2018","Riz Importé","Thiodaye","3","","300","270"
"2018","2018-12","18/12/2018","Riz","Thiodaye","1","","300","260"
"2018","2018-12","17/12/2018","Mil","Mereto","75","150","175",""
"2018","2018-12","17/12/2018","Mil","Saint-Louis","100","","250","230"
"2018","2018-12","17/12/2018","Mil","Kolda","5","","200","175"
"2018","2018-12","17/12/2018","Mil","Gouille Mbeuth","50","","200","190"
"2018","2018-12","17/12/2018","Sorgho","Mereto","6","175","200",""
"2018","2018-12","17/12/2018","Sorgho","Kolda","1","","225","185"
"2018","2018-12","17/12/2018","Maïs","Mereto","80","150","175",""
"2018","2018-12","17/12/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-12","17/12/2018","Maïs","Kolda","5","","175","150"
"2018","2018-12","17/12/2018","Maïs","Gouille Mbeuth","20","","195","190"
"2018","2018-12","17/12/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-12","17/12/2018","Maïs Importé","Gouille Mbeuth","50","","180","170"
"2018","2018-12","17/12/2018","Sorgho Importé","Saint-Louis","20","","300",""
"2018","2018-12","17/12/2018","Riz Importé","Mereto","45","","300","270"
"2018","2018-12","17/12/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-12","17/12/2018","Riz Importé","Kolda","195","","300","280"
"2018","2018-12","17/12/2018","Riz Importé","Gouille Mbeuth","70","","300","280"
"2018","2018-12","17/12/2018","Riz Importé Parfumé","Mereto","9","","450","400"
"2018","2018-12","17/12/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-12","17/12/2018","Riz Importé Parfumé","Kolda","30","","450","400"
"2018","2018-12","17/12/2018","Riz Importé Parfumé","Gouille Mbeuth","10","","400","375"
"2018","2018-12","17/12/2018","Riz","Saint-Louis","80","","300","250"
"2018","2018-12","17/12/2018","Riz","Kolda","14","","300","280"
"2018","2018-12","17/12/2018","Riz","Gouille Mbeuth","10","","250","240"
"2018","2018-12","15/12/2018","Mil","Touba Mouride","5","165","175",""
"2018","2018-12","15/12/2018","Mil","Touba Toul","9","180","200",""
"2018","2018-12","15/12/2018","Sorgho","Touba Mouride","0","200","225",""
"2018","2018-12","15/12/2018","Maïs","Touba Mouride","4","200","225",""
"2018","2018-12","15/12/2018","Maïs","Touba Toul","7","190","200",""
"2018","2018-12","15/12/2018","Maïs Importé","Touba Toul","8","","200","180"
"2018","2018-12","15/12/2018","Riz Importé","Touba Mouride","18","","300","280"
"2018","2018-12","15/12/2018","Riz Importé","Touba Toul","9","","270","250"
"2018","2018-12","15/12/2018","Riz Importé Parfumé","Touba Toul","6","","400","375"
"2018","2018-12","15/12/2018","Riz","Touba Toul","11","","260","250"
"2018","2018-12","14/12/2018","Mil","Mpal","30","","250","225"
"2018","2018-12","14/12/2018","Mil","Touba","20","","210","190"
"2018","2018-12","14/12/2018","Mil","Porokhane","35","170","175",""
"2018","2018-12","14/12/2018","Sorgho","Touba","40","","225","200"
"2018","2018-12","14/12/2018","Maïs","Mpal","10","","225","200"
"2018","2018-12","14/12/2018","Maïs","Touba","46","","175","160"
"2018","2018-12","14/12/2018","Maïs","Porokhane","15","135","140",""
"2018","2018-12","14/12/2018","Maïs Importé","Mpal","30","","225","200"
"2018","2018-12","14/12/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-12","14/12/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-12","14/12/2018","Riz Importé","Touba","1.900","","275","265"
"2018","2018-12","14/12/2018","Riz Importé","Porokhane","30","","300",""
"2018","2018-12","14/12/2018","Riz Importé Parfumé","Touba","625","","325","300"
"2018","2018-12","14/12/2018","Riz","Mpal","100","","275","240"
"2018","2018-12","14/12/2018","Riz","Touba","1.100","","250","235"
"2018","2018-12","13/12/2018","Mil","Diourbel","39","","225",""
"2018","2018-12","13/12/2018","Mil","Kaolack","160","","190",""
"2018","2018-12","13/12/2018","Mil","Louga","190","","210","200"
"2018","2018-12","13/12/2018","Sorgho","Diourbel","9","","300","250"
"2018","2018-12","13/12/2018","Sorgho","Kaolack","6","","225",""
"2018","2018-12","13/12/2018","Maïs","Kaolack","16","","180",""
"2018","2018-12","13/12/2018","Maïs","Louga","40","","210","200"
"2018","2018-12","13/12/2018","Maïs Importé","Diourbel","100","","200","180"
"2018","2018-12","13/12/2018","Maïs Importé","Louga","120","","185","175"
"2018","2018-12","13/12/2018","Riz Importé","Diourbel","300","","300","265"
"2018","2018-12","13/12/2018","Riz Importé","Kaolack","424","","300",""
"2018","2018-12","13/12/2018","Riz Importé","Louga","100","","300","280"
"2018","2018-12","13/12/2018","Riz Importé Parfumé","Diourbel","66","","400","340"
"2018","2018-12","13/12/2018","Riz Importé Parfumé","Kaolack","15","","400",""
"2018","2018-12","13/12/2018","Riz Importé Parfumé","Louga","30","","400","375"
"2018","2018-12","13/12/2018","Riz","Diourbel","90","","325",""
"2018","2018-12","13/12/2018","Riz","Kaolack","31","","300",""
"2018","2018-12","13/12/2018","Riz","Louga","50","","250","240"
"2018","2018-12","12/12/2018","Mil","Ourossogui","30","","250","210"
"2018","2018-12","12/12/2018","Mil","Sédhiou","5","","225","200"
"2018","2018-12","12/12/2018","Maïs","Sédhiou","2","","225",""
"2018","2018-12","12/12/2018","Maïs Importé","Ourossogui","20","","250","230"
"2018","2018-12","12/12/2018","Sorgho Importé","Ourossogui","1","","300",""
"2018","2018-12","12/12/2018","Riz Importé","Ourossogui","30","","300","270"
"2018","2018-12","12/12/2018","Riz Importé","Sédhiou","125","","300","280"
"2018","2018-12","12/12/2018","Riz","Ourossogui","10","","300","260"
"2018","2018-12","10/12/2018","Mil","Saint-Louis","100","","250","230"
"2018","2018-12","10/12/2018","Mil","Kolda","3","","175","150"
"2018","2018-12","10/12/2018","Mil","Kédougou","0","","300",""
"2018","2018-12","10/12/2018","Mil","Gouille Mbeuth","100","","200","190"
"2018","2018-12","10/12/2018","Sorgho","Kolda","2","","225","185"
"2018","2018-12","10/12/2018","Sorgho","Kédougou","2","","300",""
"2018","2018-12","10/12/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-12","10/12/2018","Maïs","Kolda","4","","175","150"
"2018","2018-12","10/12/2018","Maïs","Kédougou","20","","225",""
"2018","2018-12","10/12/2018","Maïs","Gouille Mbeuth","30","","195","190"
"2018","2018-12","10/12/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-12","10/12/2018","Maïs Importé","Gouille Mbeuth","70","","180","170"
"2018","2018-12","10/12/2018","Sorgho Importé","Saint-Louis","20","","300",""
"2018","2018-12","10/12/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-12","10/12/2018","Riz Importé","Kolda","235","","300","280"
"2018","2018-12","10/12/2018","Riz Importé","Kédougou","130","","280","260"
"2018","2018-12","10/12/2018","Riz Importé","Gouille Mbeuth","30","","300","280"
"2018","2018-12","10/12/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-12","10/12/2018","Riz Importé Parfumé","Kolda","10","","450","400"
"2018","2018-12","10/12/2018","Riz Importé Parfumé","Kédougou","85","","400","375"
"2018","2018-12","10/12/2018","Riz Importé Parfumé","Gouille Mbeuth","10","","400","375"
"2018","2018-12","10/12/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-12","10/12/2018","Riz","Kolda","12","","300","280"
"2018","2018-12","10/12/2018","Riz","Gouille Mbeuth","20","","250","240"
"2018","2018-12","08/12/2018","Mil","Touba Mouride","25","160","165",""
"2018","2018-12","08/12/2018","Sorgho","Touba Mouride","0","200","225",""
"2018","2018-12","08/12/2018","Maïs","Touba Mouride","4","150","165",""
"2018","2018-12","08/12/2018","Maïs","Mako","1","","250",""
"2018","2018-12","08/12/2018","Riz Importé","Touba Mouride","15","","300","280"
"2018","2018-12","08/12/2018","Riz Importé","Mako","5","","300",""
"2018","2018-12","08/12/2018","Riz Importé Parfumé","Mako","1","","450",""
"2018","2018-12","07/12/2018","Mil","Tambacounda","60","","200","175"
"2018","2018-12","07/12/2018","Mil","Mpal","30","","250","225"
"2018","2018-12","07/12/2018","Mil","Porokhane","15","170","175",""
"2018","2018-12","07/12/2018","Maïs","Tambacounda","25","","225","200"
"2018","2018-12","07/12/2018","Maïs","Mpal","10","","225","200"
"2018","2018-12","07/12/2018","Maïs","Porokhane","5","140","145",""
"2018","2018-12","07/12/2018","Maïs Importé","Mpal","30","","225","200"
"2018","2018-12","07/12/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-12","07/12/2018","Riz Importé","Tambacounda","170","","300","270"
"2018","2018-12","07/12/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-12","07/12/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-12","07/12/2018","Riz Importé Parfumé","Tambacounda","40","","450","400"
"2018","2018-12","07/12/2018","Riz","Mpal","100","","275","240"
"2018","2018-12","06/12/2018","Mil","Louga","90","","210","200"
"2018","2018-12","06/12/2018","Mil","Kaolack","11","","190",""
"2018","2018-12","06/12/2018","Sorgho","Kaolack","0","","250",""
"2018","2018-12","06/12/2018","Maïs","Louga","50","","210","200"
"2018","2018-12","06/12/2018","Maïs","Kaolack","90","","180",""
"2018","2018-12","06/12/2018","Maïs Importé","Louga","270","","185","175"
"2018","2018-12","06/12/2018","Riz Importé","Louga","80","","300","250"
"2018","2018-12","06/12/2018","Riz Importé","Kaolack","377","","300",""
"2018","2018-12","06/12/2018","Riz Importé Parfumé","Louga","20","","400","375"
"2018","2018-12","06/12/2018","Riz Importé Parfumé","Kaolack","15","","400",""
"2018","2018-12","06/12/2018","Riz","Louga","10","","250","240"
"2018","2018-12","06/12/2018","Riz","Kaolack","80","","300","275"
"2018","2018-12","05/12/2018","Mil","Ourossogui","20","","250","210"
"2018","2018-12","05/12/2018","Mil","Sédhiou","1","","185","175"
"2018","2018-12","05/12/2018","Mil","Thiès","12","","225","200"
"2018","2018-12","05/12/2018","Sorgho","Thiès","5","","225","200"
"2018","2018-12","05/12/2018","Maïs","Sédhiou","3","","225",""
"2018","2018-12","05/12/2018","Maïs Importé","Ourossogui","2","","250","230"
"2018","2018-12","05/12/2018","Maïs Importé","Thiès","6","","225","200"
"2018","2018-12","05/12/2018","Sorgho Importé","Ourossogui","5","","300",""
"2018","2018-12","05/12/2018","Sorgho Importé","Thiès","8","","275",""
"2018","2018-12","05/12/2018","Riz Importé","Ourossogui","20","","300","270"
"2018","2018-12","05/12/2018","Riz Importé","Sédhiou","105","","300","280"
"2018","2018-12","05/12/2018","Riz Importé","Thiès","10","","275","250"
"2018","2018-12","05/12/2018","Riz Importé Parfumé","Thiès","10","","400","350"
"2018","2018-12","05/12/2018","Riz","Ourossogui","2","","300","260"
"2018","2018-12","05/12/2018","Riz","Thiès","17","","270","260"
"2018","2018-12","04/12/2018","Mil","Thiodaye","1","","250",""
"2018","2018-12","04/12/2018","Sorgho","Thiodaye","0","","275","240"
"2018","2018-12","04/12/2018","Maïs Importé","Thiodaye","1","","225",""
"2018","2018-12","04/12/2018","Sorgho Importé","Thiodaye","1","","225",""
"2018","2018-12","04/12/2018","Riz Importé","Thiodaye","3","","300","270"
"2018","2018-12","04/12/2018","Riz","Thiodaye","1","","300","255"
"2018","2018-12","03/12/2018","Mil","Gouille Mbeuth","50","","230","210"
"2018","2018-12","03/12/2018","Mil","Mereto","95","150","175",""
"2018","2018-12","03/12/2018","Mil","Saint-Louis","100","","250","230"
"2018","2018-12","03/12/2018","Sorgho","Mereto","2","200","225",""
"2018","2018-12","03/12/2018","Maïs","Gouille Mbeuth","20","","195","190"
"2018","2018-12","03/12/2018","Maïs","Mereto","60","175","200",""
"2018","2018-12","03/12/2018","Maïs","Saint-Louis","10","","250",""
"2018","2018-12","03/12/2018","Maïs Importé","Gouille Mbeuth","80","","180","170"
"2018","2018-12","03/12/2018","Maïs Importé","Saint-Louis","40","","250",""
"2018","2018-12","03/12/2018","Sorgho Importé","Saint-Louis","20","","300",""
"2018","2018-12","03/12/2018","Riz Importé","Gouille Mbeuth","40","","300","260"
"2018","2018-12","03/12/2018","Riz Importé","Mereto","60","","300","270"
"2018","2018-12","03/12/2018","Riz Importé","Saint-Louis","120","","300","275"
"2018","2018-12","03/12/2018","Riz Importé Parfumé","Gouille Mbeuth","15","","400","375"
"2018","2018-12","03/12/2018","Riz Importé Parfumé","Mereto","9","","450","400"
"2018","2018-12","03/12/2018","Riz Importé Parfumé","Saint-Louis","50","","400","360"
"2018","2018-12","03/12/2018","Riz","Gouille Mbeuth","5","","250","240"
"2018","2018-12","03/12/2018","Riz","Saint-Louis","80","","325",""
"2018","2018-12","01/12/2018","Mil","Touba Mouride","23","150","160",""
"2018","2018-12","01/12/2018","Mil","Touba Toul","8","180","200",""
"2018","2018-12","01/12/2018","Sorgho","Touba Mouride","1","225","250",""
"2018","2018-12","01/12/2018","Maïs","Touba Mouride","3","140","150",""
"2018","2018-12","01/12/2018","Maïs","Touba Toul","3","","200","190"
"2018","2018-12","01/12/2018","Maïs Importé","Touba Toul","4","","200","180"
"2018","2018-12","01/12/2018","Riz Importé","Touba Mouride","15","","300","280"
"2018","2018-12","01/12/2018","Riz Importé","Touba Toul","4","","270","250"
"2018","2018-12","01/12/2018","Riz Importé Parfumé","Touba Mouride","1","","325","375"
"2018","2018-12","01/12/2018","Riz Importé Parfumé","Touba Toul","1","","400","375"
"2018","2018-12","01/12/2018","Riz","Touba Toul","6","","260","250"
"2018","2018-11","30/11/2018","Mil","Mpal","30","","250","225"
"2018","2018-11","30/11/2018","Mil","Porokhane","15","155","160",""
"2018","2018-11","30/11/2018","Maïs","Mpal","10","","225",""
"2018","2018-11","30/11/2018","Maïs","Porokhane","7","125","130",""
"2018","2018-11","30/11/2018","Maïs Importé","Mpal","30","","225",""
"2018","2018-11","30/11/2018","Sorgho Importé","Mpal","5","","325",""
"2018","2018-11","30/11/2018","Riz Importé","Mpal","150","","300","270"
"2018","2018-11","30/11/2018","Riz Importé","Porokhane","30","","275",""
"2018","2018-11","30/11/2018","Riz","Mpal","100","","275","240"
"2018","2018-11","29/11/2018","Mil","Louga","150","","210","200"
"2018","2018-11","29/11/2018","Mil","Kaolack","112","","190",""
"2018","2018-11","29/11/2018","Mil","Saint-Maur","60","","300",""
"2018","2018-11","29/11/2018","Mil","Tilene","120","","250",""
"2018","2018-11","29/11/2018","Mil","Thiaroye","150","","250",""
"2018","2018-11","29/11/2018","Mil","Tambacounda","18","","200","175"
"2018","2018-11","29/11/2018","Sorgho","Kaolack","0","","275",""
"2018","2018-11","29/11/2018","Sorgho","Saint-Maur","3","","300","250"
"2018","2018-11","29/11/2018","Sorgho","Tambacounda","0","","225","200"
"2018","2018-11","29/11/2018","Maïs","Louga","40","","210","200"
"2018","2018-11","29/11/2018","Maïs","Kaolack","90","","180",""
"2018","2018-11","29/11/2018","Maïs","Saint-Maur","0","","250","225"
"2018","2018-11","29/11/2018","Maïs","Tilene","10","","250","225"
"2018","2018-11","29/11/2018","Maïs","Thiaroye","15","","200","180"
"2018","2018-11","29/11/2018","Maïs","Tambacounda","30","","200","175"
"2018","2018-11","29/11/2018","Maïs Importé","Louga","270","","185","175"
"2018","2018-11","29/11/2018","Maïs Importé","Tilene","5","","250","200"
"2018","2018-11","29/11/2018","Maïs Importé","Thiaroye","10","","200","170"
"2018","2018-11","29/11/2018","Sorgho Importé","Tilene","8","","250",""
"2018","2018-11","29/11/2018","Sorgho Importé","Thiaroye","15","","250",""
"2018","2018-11","29/11/2018","Riz Importé","Louga","100","","300","250"
"2018","2018-11","29/11/2018","Riz Importé","Kaolack","388","","275",""
"2018","2018-11","29/11/2018","Riz Importé","Saint-Maur","110","","300","280"
"2018","2018-11","29/11/2018","Riz Importé","Tilene","120","","300","265"
"2018","2018-11","29/11/2018","Riz Importé","Thiaroye","150","","300","260"
"2018","2018-11","29/11/2018","Riz Importé","Tambacounda","140","","300","270"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Louga","20","","400","375"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Tilene","150","","350","300"
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Thiaroye","180","","350",""
"2018","2018-11","29/11/2018","Riz Importé Parfumé","Tambacounda","15","","450","400"
"2018","2018-11","29/11/2018","Riz","Louga","15","","240","225"
"2018","2018-11","29/11/2018","Riz","Kaolack","52","","350",""
"2018","2018-11","29/11/2018","Riz","Tilene","10","","350","270"
"2018","2018-11","29/11/2018","Riz","Thiaroye","15","","350",""
"2018","2018-11","28/11/2018","Mil","Ourossogui","25","","250",""
"2018","2018-11","28/11/2018","Mil","Sédhiou","10","","180","175"
"2018","2018-11","28/11/2018","Mil","Thiès","9","","225","200"
"2018","2018-11","28/11/2018","Sorgho","Thiès","5","","225","200"
"2018","2018-11","28/11/2018","Maïs","Sédhiou","4","","225",""
"2018","2018-11","28/11/2018","Maïs Importé","Ourossogui","15","","250","230"
